spawn ssh root@74.208.192.189 cd ~/NetGuard && docker compose logs backend --tail 200 > /tmp/backend_logs.txt && cat /tmp/backend_logs.txt
root@74.208.192.189's password: 
backend-1  | INFO:     172.18.0.8:53488 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54168 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54182 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54194 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54202 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54218 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54228 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54244 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54252 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54264 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54266 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54272 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54280 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54292 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54294 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54310 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54312 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54328 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54340 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54342 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54354 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54366 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54372 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54374 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54376 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54382 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54386 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54398 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54404 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54408 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54416 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54426 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54428 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54438 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54440 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54448 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54460 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54474 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54486 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54502 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54514 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54528 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54538 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54550 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54566 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54572 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54582 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54598 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54608 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54618 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54632 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54634 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54638 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54648 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54654 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54664 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54676 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54686 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54694 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54696 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54706 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54712 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54724 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54738 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54746 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54758 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54774 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54782 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54786 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54788 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54792 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54798 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54808 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54822 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54832 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54836 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54848 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54852 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54854 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54870 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54872 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54884 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54896 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54910 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54914 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54920 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54936 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54952 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54968 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54970 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54976 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54982 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:54996 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55010 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55018 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55032 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55036 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55048 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55060 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55066 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55076 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55092 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55098 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55114 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55130 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55142 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.8:55148 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     127.0.0.1:40360 - "GET /health HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.6:41604 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.5:49892 - "GET /api/v1/monitoring/alerts HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.7:41492 - "GET /api/v1/monitoring/alerts HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.6:54190 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     127.0.0.1:37042 - "GET /health HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.6:54196 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.5:42810 - "GET /api/v1/monitoring/alerts HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.6:38292 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.7:42066 - "GET /api/v1/monitoring/alerts HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     127.0.0.1:39000 - "GET /health HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.6:38308 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.5:45884 - "GET /api/v1/monitoring/alerts HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     172.18.0.6:48304 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
backend-1  | INFO:     127.0.0.1:38438 - "GET /health HTTP/1.1" 200 OK
backend-1  | INFO:     172.18.0.6:48308 - "GET /api/v1/inventory/devices HTTP/1.1" 401 Unauthorized
